S/No.,REGION,COUNTY,SUB COUNTY,UIC,KNEC,SCHOOL NAME,CLUSTER,TYPE,(Regular/,DISABILITY,ACCOMODATI,GENDER
318,COAST,KWALE,SAMBURU,GBPD,2127101,TARU SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
319,COAST,KWALE,SHIMBA HILLS,ELUJ,2131101,SHIMBA HILLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,MIXED
320,RIFT VALLEY,LAIKIPIA,KIRIMA,V33U,30586201,MWENJE MIXED SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
321,RIFT VALLEY,LAIKIPIA,KIRIMA,WP2S,30586203,NJORUA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
322,RIFT VALLEY,LAIKIPIA,LAIKIPIA,E9NR,30555101,ST. JOSEPH TIGITHI BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
323,RIFT VALLEY,LAIKIPIA,LCAENIKTIRPAIAL EAST,PLKV,30514106,LOISE NANYUKI GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
324,RIFT VALLEY,LAIKIPIA,LAIKIPIA EAST,X668,30514104,ST JUDE NTURUKUMA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
325,RIFT VALLEY,LAIKIPIA,LAIKIPIA NORTH,NJRC,30543101,DOLDOL SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
326,RIFT VALLEY,LAIKIPIA,LAIKIPIA NORTH,GM6G,30543102,ST FRANCIS GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
327,RIFT VALLEY,LAIKIPIA,LAIKIPIA WEST,BHG3,30544201,NGUMO BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
328,RIFT VALLEY,LAIKIPIA,NYAHURURU,ATPY,30556303,NDURURI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
329,COAST,LAMU,LAMU CENTRAL,R57M,06130101,LAMU BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
330,EASTERN,MACHAKOS,KALAMA,EQ2L,12363111,KITONYINI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,MIXED
331,EASTERN,MACHAKOS,KALAMA,E2NB,12363103,NYAYO A.I.C GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
332,EASTERN,MACHAKOS,KANGUNDO,L7PV,12316101,KANGUNDO HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
333,EASTERN,MACHAKOS,KANGUNDO,3887,12316104,ST. FRANCIS MISYANI GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
334,EASTERN,MACHAKOS,KATHIANI,GBXD,12329103,KATHIANI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
335,EASTERN,MACHAKOS,MACHAKOS,D38G,12301704,MUA HILLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
336,EASTERN,MACHAKOS,MACHAKOS,LX2X,12301734,MUMBUNI GIRLS' SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
337,EASTERN,MACHAKOS,MACHAKOS,P43T,12301703,MUMBUNI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
338,EASTERN,MACHAKOS,MACHAKOS,5WCV,12301710,NGELANI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
339,EASTERN,MACHAKOS,MASINGA,X5A4,12343301,MASINGA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
340,EASTERN,MACHAKOS,MASINGA,59TM,12343302,ST. JOSEPHINE BAKHITA MASINGA GIRLS' HIGH,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
341,EASTERN,MACHAKOS,MATUNGULU,F2U6,12345503,SMCAHTOUONLGULU GIRLS SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
342,EASTERN,MACHAKOS,MATUNGULU,CET5,12345504,SENGANI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
343,EASTERN,MACHAKOS,MATUNGULU,DJ69,12345508,TALA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
344,EASTERN,MACHAKOS,MWALA,2L4Z,12314201,KABAA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
345,EASTERN,MACHAKOS,MWALA,PLJ3,12314101,MASII BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
346,EASTERN,MACHAKOS,MWALA,J2RJ,12314114,MASII GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
347,EASTERN,MACHAKOS,MWALA,7QP9,12314103,MUTHETHENI GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
348,EASTERN,MACHAKOS,MWALA,3CVG,12314106,VYULYA GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
349,EASTERN,MAKUENI,KATHONZWENI,RW5X,18335201,ST. MARTIN KATHONZWENI SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
350,EASTERN,MAKUENI,KIBWEZI,CEK8,18325201,KALULINI BOYS' HIGH SCHOOL,C2,PUBLIC,INTERGRATE,PH,BOARDING,BOYS
351,EASTERN,MAKUENI,KILUNGU,ALYV,18336102,ST.THOMAS AQUINAS BOYS THOMEANDU,C2,PUBLIC,RDEGULAR,NONE,BOARDING,BOYS
352,EASTERN,MAKUENI,MAKINDU,8PR7,18348112,MSEOCIO GNIRDLASR SYE SCCOHNDARY SCHOOL - KIBWEZI,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
353,EASTERN,MAKUENI,MAKINDU,G664,18348101,ST. STEPHEN MAKINDU BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
354,EASTERN,MAKUENI,MAKUENI,LTKV,18307201,KAUMONI BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
355,EASTERN,MAKUENI,MAKUENI,8AQX,18307105,MWAANI BOYS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
356,EASTERN,MAKUENI,MAKUENI,LXRN,18307103,MWAANI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
357,EASTERN,MAKUENI,MAKUENI,NHPC,18307202,UKIA GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
358,EASTERN,MAKUENI,MBOONI EAST,MY29,18346205,KALAWA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
359,EASTERN,MAKUENI,MBOONI EAST,X2HR,18346101,KITONDO SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
360,EASTERN,MAKUENI,NZAUI,U6HW,18324206,BARAZANI GIRLS' HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
361,EASTERN,MAKUENI,NZAUI,4MSG,18324205,NGOTO BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
362,NORTH EASTERN,MANDERA,BANISA,VWBL,47817101,WAYAM SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
363,NORTH EASTERN,MANDERA,MANDERA,YJTQ,47812204,LIBIN NOMADIC GIRLS SEC,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
364,NORTH EASTERN,MANDERA,NMOARNTDHERA,JHQS,47812101,SHEIKH ALI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
365,NORTH EASTERN,MANDERA,MNOARNTDHERA WEST,R94H,47810103,TAKABA GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
366,EASTERN,MARSABIT,CHALBI,M6M7,16320302,CHALBI BOYS' HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
367,EASTERN,MARSABIT,LOIYANGALANI,BZCX,16359101,LOIYANGALANI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
368,EASTERN,MARSABIT,MARSABIT,5BRU,16305101,MARSABIT BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
369,EASTERN,MARSABIT,MARSABIT,ZX6F,16305202,SASURA GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
370,EASTERN,MARSABIT,MOYALE,969V,16311102,MOYALE GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
371,EASTERN,MARSABIT,SOLOLO,3ED5,16340202,DR.GURRACHA MEMORIAL GIRLS SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
372,EASTERN,MARSABIT,SOLOLO,UAJQ,16340201,SSOCHLOLOOL MIXED DAY / BOARDING HIGH  SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
373,EASTERN,MERU,ABOGETA,Z8TH,15369201,KANYAKINE HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
374,EASTERN,MERU,ABOGETA,Q3VK,15369221,MARAA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
375,EASTERN,MERU,ABOGETA,85DM,15369205,YURURU GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
376,EASTERN,MERU,BUURI EAST,UNMW,15364301,KIBIRICHIA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
377,EASTERN,MERU,BUURI EAST,S5H5,15364302,KIBIRICHIA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
378,EASTERN,MERU,BUURI EAST,2VU4,15364204,RUIRI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
379,EASTERN,MERU,BUURI WEST,84UW,15334102,ONTULILI BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
380,EASTERN,MERU,IGEMBE CENTRAL,5U7T,15362102,BISHOP NJIRU GIRLS' KANGETA,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
381,EASTERN,MERU,IGEMBE CENTRAL,XMKP,15362101,BURIERURI BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
382,EASTERN,MERU,IGEMBE CENTRAL,588A,15362103,NJIA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
383,EASTERN,MERU,IGEMBE NORTH,M2PR,15337301,NTUNENE GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
384,EASTERN,MERU,IGEMBE SOUTH,TZRM,15309301,IGEMBE BOYS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
385,EASTERN,MERU,IGEMBE SOUTH,HGW9,15309201,MAUA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
386,EASTERN,MERU,IGOJI,AJD5,15370307,GAKUUNI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
387,EASTERN,MERU,IGOJI,3GTR,15370306,GIKURUNE BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
388,EASTERN,MERU,IGOJI,E3EM,15370310,GIKURUNE GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
389,EASTERN,MERU,IMENTI EAST,TKAK,15374103,KAAGA BOYS SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
390,EASTERN,MERU,IMENTI NORTH,K6DP,15304106,GIKUMENE GIRLS ' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
391,EASTERN,MERU,IMENTI SOUTH,TWKD,15319104,NKUENE GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
392,EASTERN,MERU,MERU CENTRAL,X4SA,15318101,ABOTHUGUCHI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
393,EASTERN,MERU,MERU CENTRAL,P7MF,15318309,KINJO GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
394,EASTERN,MERU,MERU CENTRAL,LYVR,15318104,KIRIGARA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
395,EASTERN,MERU,TIGANIA,D285,15361115,MIKINDURI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
396,EASTERN,MERU,TCEIGNATNRIAL WEST,QSXN,15327101,MIATHENE BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
397,NYANZA,MIGORI,AWENDO,NFU2,44739103,PE-HILL HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
398,NYANZA,MIGORI,AWENDO,TCZL,44739211,ST. MOURICE NYAROMBO MIXED SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
399,NYANZA,MIGORI,AWENDO,VQSE,44739213,SSCTH.NOICOHLOLAS KOYIER MIXED SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
400,NYANZA,MIGORI,KURIA EAST,UBUZ,44718202,NYAROHA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
401,NYANZA,MIGORI,KURIA WEST,2LH4,44708102,IKEREGE MIXED SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
402,NYANZA,MIGORI,MABERA,KSHD,44748016,ISIBANIA BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
403,NYANZA,MIGORI,MABERA,GEHE,44748004,ST MARY'S MABERA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
404,NYANZA,MIGORI,MABERA,EQJ6,44748015,ST. ANGELA MERICI ISIBANIA GIRLS' SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
405,NYANZA,MIGORI,MIGORI,5R45,44707108,ASCNHJEOGOOL MIXED SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
406,NYANZA,MIGORI,MIGORI,N8D5,44707102,MIGORI SECONDARY SCHOOL,C2,PUBLIC,INTERGRATE,HI,BOARDING,BOYS
407,NYANZA,MIGORI,MIGORI,3HRA,44707106,NYABISAWA GIRLS SECONDARY SCHOOL,C2,PUBLIC,RDEGULAR,NONE,BOARDING,GIRLS
408,NYANZA,MIGORI,NYATIKE SOUTH,G7X3,44753106,BANDE GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
409,NYANZA,MIGORI,NYATIKE WEST,8WH8,44751104,SORI SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
410,NYANZA,MIGORI,RONGO,8EQ2,44717108,KANGESO SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
411,NYANZA,MIGORI,RONGO,JDPV,44717101,KANYAWANGA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
412,NYANZA,MIGORI,RONGO,SLRY,44717102,KODEROBARA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
413,NYANZA,MIGORI,RONGO,KJGD,44717107,OYUGI OGANGO GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
414,NYANZA,MIGORI,SUNA WEST,8U9E,44744102,MOI SUBA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
415,NYANZA,MIGORI,SUNA WEST,L7Y2,44744101,ST PETER'S ABWAO SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
416,NYANZA,MIGORI,URIRI,H5RE,44736201,BWARE SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
417,NYANZA,MIGORI,URIRI,7VR3,44736203,ST. PIUS URIRI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
418,CENTRAL,MURANG'A,GATANGA,8AFT,10234408,CHRIST THE KING KIRWARA HIGH,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
419,CENTRAL,MURANG'A,GATANGA,KXXC,10234401,ST.GERMAINE GATANGA GIRLS' HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
420,CENTRAL,MURANG'A,KAHURO,E67C,10238104,KIANDERI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
421,CENTRAL,MURANG'A,KAHURO,T923,10238102,KIROGO SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
422,CENTRAL,MURANG'A,KAHURO,UM8P,10238103,WEITHAGA BOYS SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
423,CENTRAL,MURANG'A,KANDARA,E63U,10226216,GAICHANJIRU HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
424,CENTRAL,MURANG'A,KANDARA,P685,10226201,GITHUMU HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
425,CENTRAL,MURANG'A,KANDARA,AA5E,10226217,GITHUNGURI GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
426,CENTRAL,MURANG'A,KANDARA,QBTU,10226202,GITURU SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
427,CENTRAL,MURANG'A,KANDARA,L5KG,10226211,NAARO HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,MIXED
428,CENTRAL,MURANG'A,KANDARA,2TWZ,10226210,SACRED HEART NG'ARARIA GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
429,CENTRAL,MURANG'A,KANDARA,WYSH,10226227,ST. ALEXIS RUCHU GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
430,CENTRAL,MURANG'A,KANDARA,URZ4,10226232,ST. CHARLES LWANGA SECONDARY SCHOOL -,C2,PUBLIC,REGULAR,NONE,BOARDING,MIXED
431,CENTRAL,MURANG'A,KANGEMA,HZGQ,10229101,KARNIGMEAMMAW HAIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
432,CENTRAL,MURANG'A,KANGEMA,95F4,10229205,KIBUTHA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
433,CENTRAL,MURANG'A,KANGEMA,N6XS,10229202,NYAGATUGU SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
434,CENTRAL,MURANG'A,KIGUMO,686A,10227101,KIGUMO BENDERA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
435,CENTRAL,MURANG'A,MATHIOYA,N3EV,10228301,GITUGI GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
436,CENTRAL,MURANG'A,MATHIOYA,RD5H,10228101,NJUMBI HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
437,CENTRAL,MURANG'A,MATHIOYA,RVDB,10228401,ST. ANGELA KIRIA-INI GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
438,CENTRAL,MURANG'A,MURANG'A EAST,L85B,10204102,MUMBI GIRLS' HIGH SCHOOL - PUBLIC,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
439,CENTRAL,MURANG'A,MURANG'A,JB4X,10208307,ICHAGAKI BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
440,CENTRAL,MURANG'A,MURANG'A,WYQL,10208101,MAKUYU BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
441,CENTRAL,MURANG'A,SMOUURTAHNG'A,RCT5,10208210,MAKUYU GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
442,CENTRAL,MURANG'A,MSOUURTAHNG'A,MD3N,10208301,NGINDA GIRL'S SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
443,NAIROBI,NAIROBI,DSOAUGTOHRETTI,4TBK,20405001,DAGORETTI HIGH,C2,PUBLIC,INTERGRATE,PH,BOARDING,BOYS
444,NAIROBI,NAIROBI,DAGORETTI,J2J5,20405007,ST. CLAIRE NEMBU GIRLS,C2,PUBLIC,RDEGULAR,NONE,BOARDING,GIRLS
445,NAIROBI,NAIROBI,KAMUKUNJI,SRWK,20402006,OLM SHAURI MOYO,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
446,NAIROBI,NAIROBI,KAMUKUNJI,6MR6,20402004,UHURU SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
447,NAIROBI,NAIROBI,KIBRA,DZ3D,20410002,UPPER HILL SECONDARY,C2,PUBLIC,INTERGRATE,VI,BOARDING,BOYS
448,NAIROBI,NAIROBI,LANGATA,EZAV,20404022,KAREN C GIRLS SECONDARY SCHOOL,C2,PUBLIC,RDEGULAR,NONE,BOARDING,GIRLS
449,NAIROBI,NAIROBI,LANGATA,9AAU,20404001,LANGATA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
450,NAIROBI,NAIROBI,MAKADARA,FCSK,20401001,AQUINAS HIGH,C2,PUBLIC,INTERGRATE,VI,BOARDING,BOYS
451,NAIROBI,NAIROBI,MAKADARA,MA68,20401002,HIGHWAY SECONDARY,C2,PUBLIC,RDEGULAR,NONE,BOARDING,BOYS
452,NAIROBI,NAIROBI,MAKADARA,42VP,20401003,HURUMA GIRLS HIGH,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
453,NAIROBI,NAIROBI,MAKADARA,STEN,20401005,OFAFA JERICHO HIGH,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
454,NAIROBI,NAIROBI,MAKADARA,83B8,20401004,OUR LADY OF MERCY SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
455,NAIROBI,NAIROBI,MAKADARA,K4LV,20401020,ST. ANNES GIRLS SECONDARY,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
456,NAIROBI,NAIROBI,NJIRU,TTS9,20409002,MUHURI MUCHIRI,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
457,NAIROBI,NAIROBI,STAREHE,H6QR,20403002,DR. RIBERIO PARKLANDS,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
458,NAIROBI,NAIROBI,STAREHE,NKPF,20403001,JAMHURI HIGH,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
459,NAIROBI,NAIROBI,STAREHE,VC7M,20403004,NGARA GIRLS,C2,PUBLIC,INTERGRATE,PH,BOARDING,GIRLS
460,NAIROBI,NAIROBI,STAREHE,9QDT,20403003,PUMWANI BOYS,C2,PUBLIC,RDEGULAR,NONE,BOARDING,BOYS
461,NAIROBI,NAIROBI,WESTLANDS,HUTR,20406019,HIGHRIDGE GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
462,NAIROBI,NAIROBI,WESTLANDS,6J98,20406009,HOSPITAL HILL HIGH,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
463,NAIROBI,NAIROBI,WESTLANDS,QZ9P,20406001,PARKLANDS ARYA GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
464,RIFT VALLEY,NAKURU,GILGIL,JS6H,27570201,KOELEL FORCES ACADEMY,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
465,RIFT VALLEY,NAKURU,MOLO,6C48,27538102,ELBURGON SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
466,RIFT VALLEY,NAKURU,MOLO,HRMR,27538101,MICHINDA SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
467,RIFT VALLEY,NAKURU,NAIVASHA,RTLD,27537319,ENAIPOSHA GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
468,RIFT VALLEY,NAKURU,NAIVASHA,ACDH,27537502,KIAMBOGO SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
469,RIFT VALLEY,NAKURU,NAIVASHA,YCA3,27537501,MAAI-MAHIU BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
470,RIFT VALLEY,NAKURU,NAIVASHA,7GER,27537505,MAAI-MAHIU GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
471,RIFT VALLEY,NAKURU,NAIVASHA,CEJU,27537333,MAGEREZA ACADEMY,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
472,RIFT VALLEY,NAKURU,NAIVASHA,EU79,27537303,NAIVASHA HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
473,RIFT VALLEY,NAKURU,NAKURU NORTH,Q86T,27536203,BAHATI PCEA GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
474,RIFT VALLEY,NAKURU,NAKURU NORTH,4P8C,27536241,JOMO KENYATTA GIRLS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
475,RIFT VALLEY,NAKURU,NJORO,6853,27564108,LARMUDIAC SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,Mixed
476,RIFT VALLEY,NAKURU,NJORO,JH2R,27564102,NJORO GIRLS' SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
477,RIFT VALLEY,NAKURU,RONGAI,GD25,27552018,AIC MOROP GIRLS,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
478,RIFT VALLEY,NAKURU,RONGAI,E59W,27552049,KIROBON BOYS HIGH SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
479,RIFT VALLEY,NAKURU,RONGAI,YXR3,27552032,KIROBON GIRLS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,GIRLS
480,RIFT VALLEY,NAKURU,RONGAI,NGNE,27552002,SOLAI BOYS SECONDARY SCHOOL,C2,PUBLIC,REGULAR,NONE,BOARDING,BOYS
