S/No.,REGION,COUNTY,SUB,UIC,KNEC,SCHOOL NAME,CLUSTER,TYPE,(Regular/,DISABILITY,ACCOMODATI,GENDER
1968,CENTRAL,KIAMBU,RGIITHUNGU,M2JN,11232212,P.C.E.A KARIA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1969,CENTRAL,KIAMBU,GRIITHUNGU,BBAT,11232115,P.C.E.A MITAHATO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1970,CENTRAL,KIAMBU,RGIITHUNGU,FP34,11232210,P.C.E.A NGEMWA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1971,CENTRAL,KIAMBU,GRIITHUNGU,WYMR,11232211,PCEA MATUGUTA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1972,CENTRAL,KIAMBU,GRIITHUNGU,25RB,11232206,ST VINCENT LIOKI SECONDARY SCHOO,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1973,CENTRAL,KIAMBU,RGIITHUNGU,GZ38,11232309,THUITA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1974,CENTRAL,KIAMBU,GRIITHUNGU,2V2A,11232205,WILLIAM NG’IRU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1975,CENTRAL,KIAMBU,RGIITHURAI,TBCA,11245206,GITHURAI MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1976,CENTRAL,KIAMBU,GITHURAI,5Q5Z,11245216,KWANGETHE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1977,CENTRAL,KIAMBU,GITHURAI,EXMD,11245217,MWIHOKO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1978,CENTRAL,KIAMBU,JUJA,BLEG,11206112,ATHI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1979,CENTRAL,KIAMBU,JUJA,BXPC,11206205,BLESSED MUGUTHA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1980,CENTRAL,KIAMBU,JUJA,3PZU,11206223,BOB-HARRIS KIAHURIA SECONADRY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1981,CENTRAL,KIAMBU,JUJA,Z8DU,11206108,GACHORORO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1982,CENTRAL,KIAMBU,JUJA,69Q6,11206102,JUJA FARM SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1983,CENTRAL,KIAMBU,JUJA,X8BH,11206101,JUJA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1984,CENTRAL,KIAMBU,JUJA,25NH,11206202,KITAMAIYU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1985,CENTRAL,KIAMBU,JUJA,FHFC,11206201,MURERA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1986,CENTRAL,KIAMBU,JUJA,GQYW,11206212,NDURURUMO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1987,CENTRAL,KIAMBU,JUJA,86AC,11206222,ST. PAUL GACHORORO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1988,CENTRAL,KIAMBU,JUJA,FXVD,11206117,ST.FRANCIS NYACABA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1989,CENTRAL,KIAMBU,JUJA,P8BL,11206207,THETA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1990,CENTRAL,KIAMBU,KABETE,3PNC,11241008,A C K NYATHUNA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1991,CENTRAL,KIAMBU,KABETE,C84Z,11241011,ACK GIKUNI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1992,CENTRAL,KIAMBU,KABETE,FEG8,11241010,CURA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1993,CENTRAL,KIAMBU,KABETE,TKGH,11241006,GATHIGA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1994,CENTRAL,KIAMBU,KABETE,XS59,11241004,KANYARIRI HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1995,CENTRAL,KIAMBU,KABETE,2D9J,11241007,KIBICHIKU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1996,CENTRAL,KIAMBU,KABETE,SND3,11241024,KIBIKU HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1997,CENTRAL,KIAMBU,KABETE,F9UK,11241013,MUGUGA WAGATONYE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1998,CENTRAL,KIAMBU,KABETE,29KZ,11241016,RUNGIRI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
1999,CENTRAL,KIAMBU,KABETE,68RK,11241003,ST. KEVIN'S SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2000,CENTRAL,KIAMBU,KABETE,5BSW,11241029,WANGIGE HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2001,CENTRAL,KIAMBU,KIAMBAA,KQV9,11240115,ACK KARURA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2002,CENTRAL,KIAMBU,KIAMBAA,APJH,11240109,CIANDA HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2003,CENTRAL,KIAMBU,KIAMBAA,8EPU,11240104,GACHARAGE HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2004,CENTRAL,KIAMBU,KIAMBAA,927L,11240108,GACHIE HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2005,CENTRAL,KIAMBU,KIAMBAA,ARSX,11240101,KARURI HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2006,CENTRAL,KIAMBU,KIAMBAA,C2U4,11240125,KAWAIDA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2007,CENTRAL,KIAMBU,KIAMBAA,DGSP,11240121,KIAMBAA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2008,CENTRAL,KIAMBU,KIAMBAA,RGXX,11240102,KIHARA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2009,CENTRAL,KIAMBU,KIAMBAA,LKL2,11240124,MUCHATHA HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2010,CENTRAL,KIAMBU,KIAMBAA,8ZYM,11240112,MUONGOIYA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2011,CENTRAL,KIAMBU,KIAMBAA,W9JE,11240103,ST JOSEPH HIGH SCHOOL - GATHANGA,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2012,CENTRAL,KIAMBU,KIAMBAA,Z6H8,11240120,ST. ANDREWS NDENDERU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2013,CENTRAL,KIAMBU,KIAMBAA,7N4J,11240116,THIMBIGUA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2014,CENTRAL,KIAMBU,KIAMBU,JQX3,11205021,ACK KIU RIVER SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2015,CENTRAL,KIAMBU,KIAMBU,A5VF,11205022,H.G.M. TING'ANG'A SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2016,CENTRAL,KIAMBU,KIAMBU,TXVJ,11205023,KASARINI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2017,CENTRAL,KIAMBU,KIAMBU,YPM8,11205207,KIAMBU TOWNSHIP SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2018,CENTRAL,KIAMBU,KIAMBU,ZR4Y,11205203,RIARA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2019,CENTRAL,KIAMBU,KIAMBU,92 CG,11205217,ST. ANN AND JOAKIM SECONDARY SCHOOL - KANGOYA,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2020,CENTRAL,KIAMBU,KIAMBU,TXHU,11205019,ST. JOSEPH RIABAI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2021,CENTRAL,KIAMBU,KIAMBU,F4DM,11205215,ST. PETERS HIGH SCHOOL NDUMBERI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2022,CENTRAL,KIAMBU,KIAMBU,TV22,11205202,TING'ANG'A SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2023,CENTRAL,KIAMBU,KIKUYU,W2PY,11230209,FR. KEVIN KELLY HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2024,CENTRAL,KIAMBU,KIKUYU,9TUW,11230203,GICHURU MEMORIAL HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2025,CENTRAL,KIAMBU,KIKUYU,789P,11230421,HGM KINOO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2026,CENTRAL,KIAMBU,KIKUYU,QBSV,11230213,KAMANGU HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2027,CENTRAL,KIAMBU,KIKUYU,CFDG,11230301,KANYANJARA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2028,CENTRAL,KIAMBU,KIKUYU,PQBA,11230201,KARAI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2029,CENTRAL,KIAMBU,KIKUYU,KH3N,11230304,KERWA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2030,CENTRAL,KIAMBU,KIKUYU,CK3U,11230211,LUSIGETTI SENIOR HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2031,CENTRAL,KIAMBU,KIKUYU,R8MD,11230420,MAMA NGINA SENIOR HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2032,CENTRAL,KIAMBU,KIKUYU,JKDN,11230403,MUHU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2033,CENTRAL,KIAMBU,KIKUYU,H3XK,11230210,NACHU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2034,CENTRAL,KIAMBU,KIKUYU,HVLM,11230312,NDERI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2035,CENTRAL,KIAMBU,KIKUYU,67PR,11230207,P.C.E.A MAI-A- IHII HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2036,CENTRAL,KIAMBU,KIKUYU,YN3Y,11230206,PCEA MAI A IHII BOOTH,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
2037,CENTRAL,KIAMBU,KIKUYU,TPGF,11230204,RENGUTI HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2038,CENTRAL,KIAMBU,LARI,93SN,11231222,BATHI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2039,CENTRAL,KIAMBU,LARI,HV8E,11231226,D.N. KIBURI SULMAC SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2040,CENTRAL,KIAMBU,LARI,YU66,11231205,ESCARPMENT SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2041,CENTRAL,KIAMBU,LARI,XLQH,11231112,GACHEMA HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2042,CENTRAL,KIAMBU,LARI,FPAB,11231228,GATHAITI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2043,CENTRAL,KIAMBU,LARI,JNYA,11231114,GATHIMA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2044,CENTRAL,KIAMBU,LARI,YURL,11231225,GITITHIA GIRLS' SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
2045,CENTRAL,KIAMBU,LARI,2SLF,11231206,GITITHIA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2046,CENTRAL,KIAMBU,LARI,3SD6,11231116,IRIAINI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2047,CENTRAL,KIAMBU,LARI,XRRL,11231215,JUVENALIS GITAU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2048,CENTRAL,KIAMBU,LARI,V2K4,11231103,KAGAA HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2049,CENTRAL,KIAMBU,LARI,3C8T,11231230,KAMAE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2050,CENTRAL,KIAMBU,LARI,MXVC,11231107,KAMAHINDU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2051,CENTRAL,KIAMBU,LARI,U5HZ,11231105,KAMBURU HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2052,CENTRAL,KIAMBU,LARI,85TF,11231111,KAMUCHEGE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2053,CENTRAL,KIAMBU,LARI,3XJQ,11231113,KARATINA TECHNICAL AND SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2054,CENTRAL,KIAMBU,LARI,YQFJ,11231115,KARIGU-INI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2055,CENTRAL,KIAMBU,LARI,7Y8U,11231209,KIMENDE HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2056,CENTRAL,KIAMBU,LARI,KSA3,11231221,KING'ATUA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2057,CENTRAL,KIAMBU,LARI,5BV5,11231218,KIRENGA BOYS TECH. HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
2058,CENTRAL,KIAMBU,LARI,UUWW,11231210,KIRENGA GIRLS HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
2059,CENTRAL,KIAMBU,LARI,D6Z2,11231212,MAGINA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2060,CENTRAL,KIAMBU,LARI,MTFG,11231219,MBAU-INI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2061,CENTRAL,KIAMBU,LARI,BGA5,11231223,MIRANGI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2062,CENTRAL,KIAMBU,LARI,RP7C,11231213,MUGIKO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2063,CENTRAL,KIAMBU,LARI,YQZK,11231106,NDURIRI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2064,CENTRAL,KIAMBU,LARI,3JXT,11231220,NYAMWERU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2065,CENTRAL,KIAMBU,LARI,WXVT,11231232,RAGIA FOREST HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2066,CENTRAL,KIAMBU,LARI,YFW3,11231108,ST. AUGUSTINE NYANDUMA HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2067,CENTRAL,KIAMBU,LARI,NQ6R,11231202,ST. JOSEPH THE WORKER HIGH SCHOOL - KEREITA,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2068,CENTRAL,KIAMBU,LARI,R9HE,11231109,ST. PATRICK SECONDARY SCHOOL - NYANDUMA,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2069,CENTRAL,KIAMBU,LARI,6EXP,11231214,UTUGI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2070,CENTRAL,KIAMBU,LIMURU,MHDY,11211336,BIBIRIONI HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
2071,CENTRAL,KIAMBU,LIMURU,5AV9,11211306,GICHURU HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
2072,CENTRAL,KIAMBU,LIMURU,8R2Y,11211351,KAMIRITHU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2073,CENTRAL,KIAMBU,LIMURU,ZQUK,11211302,KINYOGORI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2074,CENTRAL,KIAMBU,LIMURU,2DY5,11211304,MANGUO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2075,CENTRAL,KIAMBU,LIMURU,C2KC,11211350,MUNA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2076,CENTRAL,KIAMBU,LIMURU,TCPD,11211339,NGECHA GIRLS HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
2077,CENTRAL,KIAMBU,LIMURU,PXCA,11211345,NYANJEGA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2078,CENTRAL,KIAMBU,LIMURU,CRNK,11211316,RIRONI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2079,CENTRAL,KIAMBU,LIMURU,AAZ6,11211311,TIGONI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2080,CENTRAL,KIAMBU,LIMURU,M3ZZ,11211352,UMOJA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2081,CENTRAL,KIAMBU,NDEIYA,HCV5,11246109,GATUURA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2082,CENTRAL,KIAMBU,NDEIYA,6XVA,11246106,MAKUTANO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2083,CENTRAL,KIAMBU,NDEIYA,7HEP,11246108,MUKOMA HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2084,CENTRAL,KIAMBU,NDEIYA,GKZJ,11246104,NDUNG'U GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
2085,CENTRAL,KIAMBU,NDEIYA,CZSC,11246107,NDUNG'U NJENGA BOYS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2086,CENTRAL,KIAMBU,NDEIYA,GL5S,11246105,NGUIRUBI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2087,CENTRAL,KIAMBU,RUIRU,CAVS,11235123,DEVKI RUIRU TOWNSHIP SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2088,CENTRAL,KIAMBU,RUIRU,DMT2,11235124,GIKUMARI SPRINGS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2089,CENTRAL,KIAMBU,RUIRU,YFUD,11235106,GITHUNGURI HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2090,CENTRAL,KIAMBU,RUIRU,3YY9,11235117,GITOTHUA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2091,CENTRAL,KIAMBU,RUIRU,NDSV,11235107,KWIHOTA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2092,CENTRAL,KIAMBU,RUIRU,J8JV,11235119,RUIRU KIHUNGURO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2093,CENTRAL,KIAMBU,RUIRU,G26F,11235101,RUIRU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
2094,CENTRAL,KIAMBU,RUIRU,PYYC,11235108,SPINNERS BOYS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
2095,CENTRAL,KIAMBU,RUIRU,TQPM,11235214,UHURU KENYATTA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2096,CENTRAL,KIAMBU,THIKA,6L87,11233308,GATUANYAGA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2097,CENTRAL,KIAMBU,ETAHSIKTA,88V7,11233306,KOMO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2098,CENTRAL,KIAMBU,ETAHSIKTA,D5SN,11233305,MAGOGONI COMMUNITY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2099,CENTRAL,KIAMBU,ETAHSIKTA,NJ5V,11233312,MBAGATHI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2100,CENTRAL,KIAMBU,ETAHSIKTA,8FZP,11233304,MUNYU MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2101,CENTRAL,KIAMBU,TEAHSIKTA,J33Q,11233310,NDULA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2102,CENTRAL,KIAMBU,ETAHSIKTA,B2H9,11233302,NGOLIBA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2103,CENTRAL,KIAMBU,ETAHSIKTA,NCVT,11207107,BROADWAY SECONDARY SCH,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2104,CENTRAL,KIAMBU,TWHEISKTA,GYCK,11207126,JAMHURI SECONDARY SCH,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2105,CENTRAL,KIAMBU,WTHEISKTA,PB9C,11207118,KARIBARIBI SECONDARY SCH,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2106,CENTRAL,KIAMBU,WTHEISKTA,7YLJ,11207109,KENYATTA SECONDARY SCH,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
2107,CENTRAL,KIAMBU,TWHEISKTA,AAVJ,11207115,KIMUCHU SECONDARY SCH,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2108,CENTRAL,KIAMBU,TWHEISKTA,UMG4,11207120,QUEEN OF ROSARY MIXED SECONDARY SCH,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2109,CENTRAL,KIAMBU,WTHEISKTA,7KVQ,11207121,THIKA GARRISON SECONDARY SCH,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2110,COAST,KILIFI,CWHEOSNTYI,2BJV,4129207,BUNDACHO,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
2111,COAST,KILIFI,CHONYI,3AV6,4129211,BUNGU,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
2112,COAST,KILIFI,CHONYI,K7YL,4129205,CHASIMBA,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
2113,COAST,KILIFI,CHONYI,95FF,4129206,DINDIRI,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
2114,COAST,KILIFI,CHONYI,CARE,4129209,KATIKIRIENI,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
2115,COAST,KILIFI,CHONYI,VPZA,4129210,MBUYUNI,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
2116,COAST,KILIFI,CHONYI,7JGR,4129208,MWARAKAYA,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
2117,COAST,KILIFI,CHONYI,3WWP,4129204,PAUL HARIS,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
2118,COAST,KILIFI,CHONYI,JR2Z,4129109,PINGILIKANI,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
2119,COAST,KILIFI,GANZE,NHAP,4116308,AMASON KINGI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2120,COAST,KILIFI,GANZE,8BKW,4116311,AMBASSADOR KIHTI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2121,COAST,KILIFI,GANZE,B3X6,4116110,BAHERO GRLS,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
2122,COAST,KILIFI,GANZE,ZZDH,4116304,BALE SEC SCH,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2123,COAST,KILIFI,GANZE,QR8L,4116207,BAMBA GIRLS,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
2124,COAST,KILIFI,GANZE,DTWG,4116204,BANDARI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2125,COAST,KILIFI,GANZE,3UA4,4116313,DIDA,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2126,COAST,KILIFI,GANZE,DZEZ,4116108,DUNGICHA SEC,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2127,COAST,KILIFI,GANZE,YG5H,4116203,JILA,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2128,COAST,KILIFI,GANZE,N6VB,4116305,KACHORORONI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2129,COAST,KILIFI,GANZE,B3WU,4116314,KANG'AMBONI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2130,COAST,KILIFI,GANZE,A869,4116307,MAGOGONI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2131,COAST,KILIFI,GANZE,SAF3,4116111,MARIANI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2132,COAST,KILIFI,GANZE,JG7H,4116205,MIDOINA,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2133,COAST,KILIFI,GANZE,ZUU8,4116109,MIGODOMANI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2134,COAST,KILIFI,GANZE,HVEH,4116202,MITANGANI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2135,COAST,KILIFI,GANZE,T2CB,4116309,NDUGUMNANI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2136,COAST,KILIFI,GANZE,36A8,4116312,NYARI SEC,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2137,COAST,KILIFI,GANZE,ZJK7,4116107,PETANGUO,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2138,COAST,KILIFI,GANZE,83KU,4116310,RARE,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2139,COAST,KILIFI,GANZE,MJ3A,4116206,SHAKA,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2140,COAST,KILIFI,GANZE,BAHX,4116306,SHANGWENI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2141,COAST,KILIFI,GANZE,5Z62,4116315,SILALA,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2142,COAST,KILIFI,KALOLENI,S93P,4111019,KINANI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
2143,COAST,KILIFI,KALOLENI,EU3G,4111113,KINARANI,C4,PUBLIC,REGULAR,NONE,DAY,Mixed
